ticker,company_name,industry_group,latest_date,data_points,return_3d,return_5d,return_10d,return_20d,return_1m,return_3m,return_6m,return_1y,avg_volume_3d,avg_volume_5d,avg_volume_20d,relative_volume,ma_5d,ma_10d,ma_20d,max_drawdown_10d,up_days_10d,early_momentum_signal,confirmed_momentum_signal,strong_momentum_signal,risk_warning,relative_strength_vs_industry,leader_type,industry_quality_score,distance_from_20d_ma,distance_from_52w_high,position_in_52w_range,forward_pe,earnings_growth,peg_ratio,peg_rating,peg_status,peg_note,industry_regime,industry_risk_flag,rotation_type,causal_hypothesis,evidence_status,short_term_price_zone,long_term_price_zone,price_zone,current_state,watch_status,latest_volume,data_status,data_quality_note
ANET,Arista Networks Inc.,AI Infrastructure,2026-06-01,251,0.106085,0.108096,0.202226,-0.011697,-0.011754,0.320031,0.337094,0.901092,10849066.666667,10272940.000000,13487110.000000,0.739002,159.547998,152.414000,150.349999,-0.023416,6,True,True,False,False,-0.119678,infrastructure_leader,5,0.135218,-0.039667,0.922934,38.359104,0.250000,1.534364,fair,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,observed,extended,very_extended,very_extended,overextended,too_extended,9967000,ok,資料日期與本次市場日期一致。
VRT,Vertiv Holdings Co.,AI Infrastructure,2026-06-01,251,0.011289,-0.012429,-0.128188,-0.014986,-0.015526,0.254964,0.880403,1.964293,6248733.333333,6112580.000000,5800550.000000,1.059089,319.394000,322.586002,339.448003,-0.075207,4,False,False,False,False,-0.450092,infrastructure_leader,5,-0.047306,-0.140446,0.802758,36.595870,1.357000,0.269682,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,observed,reasonable_pullback,neutral,reasonable_pullback,sideways_base,research_candidate,6143300,ok,資料日期與本次市場日期一致。
DELL,Dell Technologies Inc.,AI Infrastructure,2026-06-01,251,0.526136,0.578509,0.925534,1.217062,1.230007,2.043971,2.522787,3.376804,29684433.333333,21524280.000000,10534710.000000,1.956295,362.863995,307.852997,272.787498,-0.011637,8,True,True,True,True,0.603630,challenger,5,0.708143,0.000000,1.000000,23.468615,2.825000,0.083075,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,observed,very_extended,very_extended,very_extended,overextended,too_extended,20609000,ok,資料日期與本次市場日期一致。
HPE,Hewlett Packard Enterprise Co.,AI Infrastructure,2026-06-01,251,0.263441,0.250665,0.419940,0.645082,0.633646,1.137509,1.210290,1.779066,73037033.333333,50717540.000000,25401135.000000,4.319090,40.702000,37.448000,34.251500,-0.022596,7,True,True,True,True,0.098036,non_leader,5,0.372203,0.000000,1.000000,11.764707,-0.303000,,unavailable,invalid_growth,Yahoo Finance earningsGrowth is zero or negative.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,observed,very_extended,very_extended,very_extended,overextended,avoid_for_now,109709800,ok,資料日期與本次市場日期一致。
SMCI,Super Micro Computer Inc.,AI Infrastructure,2026-06-01,251,0.227547,0.317594,0.510309,0.730528,0.710949,0.472824,0.427962,0.137864,72545200.000000,59312520.000000,46810755.000000,1.064422,41.912000,37.347000,34.762500,-0.009400,7,True,True,False,True,0.188405,challenger,5,0.348580,-0.227804,0.655799,14.466546,3.260000,0.044376,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,observed,very_extended,neutral,very_extended,overextended,too_extended,49826400,ok,資料日期與本次市場日期一致。
ETN,Eaton Corporation plc,AI Infrastructure,2026-06-01,251,-0.015479,0.022307,0.001602,-0.057254,-0.073496,0.066340,0.177783,0.269281,2659466.666667,2735920.000000,3008380.000000,0.777395,402.423999,391.842001,400.211113,-0.026161,5,False,False,False,False,-0.320302,infrastructure_leader,5,-0.000328,-0.073496,0.730694,25.447662,-0.094000,,unavailable,invalid_growth,Yahoo Finance earningsGrowth is zero or negative.,momentum_leader,none,risk_on_growth,industry_flow_leads_leaders,observed,neutral,neutral,neutral,strong_uptrend,avoid_for_now,2338700,ok,資料日期與本次市場日期一致。
NVDA,NVIDIA Corporation,Semiconductors,2026-06-01,251,0.055315,0.041936,-0.004261,0.130562,0.124217,0.229571,0.244783,0.633519,215091966.666667,200015940.000000,170403150.000000,1.243341,215.442001,217.845001,216.753501,-0.055175,3,True,False,False,False,-0.184864,core_leader,5,0.035093,-0.048274,0.884341,17.725458,2.145000,0.082636,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,neutral,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,extended,extended,early_recovery,not_eligible_industry,211869300,ok,資料日期與本次市場日期一致。
AMD,Advanced Micro Devices Inc.,Semiconductors,2026-06-01,251,0.029443,0.091164,0.202853,0.414905,0.439053,1.568372,1.381115,3.450231,31823766.666667,32306880.000000,39737675.000000,0.836224,508.750006,474.347000,447.584503,-0.016571,5,False,False,False,False,0.022250,challenger,5,0.139740,-0.015364,0.980271,39.010876,0.912000,0.427751,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,neutral,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred,extended,very_extended,very_extended,overextended,not_eligible_industry,33229600,ok,資料日期與本次市場日期一致。
AVGO,Broadcom Inc.,Semiconductors,2026-06-01,251,0.090338,0.110663,0.081799,0.091839,0.101909,0.445753,0.161599,0.864408,30024533.333333,26047500.000000,20494740.000000,1.484264,435.437994,425.544000,424.839999,-0.022914,5,True,False,False,False,-0.098805,core_leader,5,0.082690,0.000000,1.000000,24.802351,0.316000,0.784885,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,neutral,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred,extended,very_extended,very_extended,overextended,not_eligible_industry,30419600,ok,資料日期與本次市場日期一致。
TSM,Taiwan Semiconductor Manufacturing Co. Ltd.,Semiconductors,2026-06-01,251,0.030516,0.076906,0.077359,0.095456,0.099909,0.183543,0.510680,1.263526,12715933.333333,12595080.000000,13304165.000000,1.353689,422.798004,411.584000,409.043999,-0.015087,6,True,True,False,False,-0.103245,core_leader,5,0.064995,0.000000,1.000000,22.320850,0.584000,0.382206,undervalued,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,neutral,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,very_extended,very_extended,overextended,not_eligible_industry,18009700,ok,資料日期與本次市場日期一致。
ASML,ASML Holding N.V.,Semiconductors,2026-06-01,251,0.019213,-0.002652,0.084405,0.141238,0.131745,0.146527,0.569959,1.198615,1033033.333333,1222340.000000,1629745.000000,0.649243,1615.400000,1578.385999,1551.050000,-0.021453,6,False,False,False,False,-0.096199,infrastructure_leader,5,0.049979,-0.002652,0.995427,34.025850,0.192000,1.772180,fair,ok,Forward PEG uses Yahoo forwardPE divided by earningsGrowth percent.,neutral,momentum_exhaustion,risk_on_growth,industry_flow_leads_leaders,inferred,neutral,very_extended,very_extended,overextended,not_eligible_industry,1058100,ok,資料日期與本次市場日期一致。
